Model,Description,Prefix,Design,Size
1503J,"Plate, 6-3/4"" x 4-1/2"", bamboo, break-resistant, dishwasher safe, BPA free, melamine, Wei, NSF",1503,,
1504BB,"BBQ Plate, 6-3/4"" x 4-1/2"", rectangular, break-resistant, dishwasher safe, BPA free, melamine, Blue Bamboo, NSF",1504,,
1504J,"BBQ Plate (M), 6-3/4"" x 4-1/2"", rectangular, break-resistant, dishwasher safe, BPA free, melamine, Wei, NSF",1504,,
1505BB,"BBQ Plate, 8-1/4"" x 5-5/8"", rectangular, break-resistant, dishwasher safe, BPA free, melamine, Blue Bamboo, NSF",1505,,
1505J,"BBQ Plate (L), 8-1/4"" x 5-5/8"", rectangular, break-resistant, dishwasher safe, BPA free, melamine, Wei, NSF",1505,,
1535BB,"Plate, 5-1/4"" x 3-1/4"", rectangular, break-resistant, dishwasher safe, BPA free, melamine, Blue Bamboo, NSF",153,,
1535J,"Plate, 5-1/4"" x 3-1/4"", rectangular, break-resistant, dishwasher safe, BPA free, melamine, Wei, NSF",153,,
1600CFB,"Fish Platter, 16"", festive fish shaped, break-resistant, dishwasher safe, melamine, blue, BPA free, NSF",1600,,
1600CFG,"Fish Platter, 16"", festive fish shaped, break-resistant, dishwasher safe, melamine, light green, BPA free, NSF",1600,,
1600CFR,"Fish Platter, 16"", festive fish shaped, break-resistant, dishwasher safe, melamine, red, BPA free, NSF",1600,,
1607BB,"Sauce Dish, 2 oz., 4"" x 2-3/4"", wave shape, break-resistant, dishwasher safe, BPA free, melamine, Blue Bamboo, NSF",1607,,
1607J,"Sauce Dish, 2 oz., 4"" x 2-3/4"", wave shape, break-resistant, dishwasher safe, BPA free, melamine, Wei, NSF",1607,,
1608BB,"BBQ Plate, 5-3/4"" x 4"", wave shape, break-resistant, dishwasher safe, BPA free, melamine, Blue Bamboo, NSF",1608,,
1608J,"BBQ Plate, 5-3/4"" x 4"", wave shape, break-resistant, dishwasher safe, BPA free, melamine, Wei, NSF",1608,,
1609BB,"BBQ Plate, 8-1/2"" x 5-1/2"", wave shape, break-resistant, dishwasher safe, BPA free, melamine, Blue Bamboo, NSF",1609,,
1609J,"BBQ Plate, 8-1/2"" x 5-1/2"", wave shape, break-resistant, dishwasher safe, BPA free, melamine, Wei, NSF",1609,,
1703TM,"Sauce Dish, 2 oz., 3-1/2"", break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",1703,,
1704,"Plate, 4"" dia., break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",1704,,
1704SS,"Plate, 4"" dia., break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",1704,,
1704TM,"Plate, 4"" dia., break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",1704,,
1704VT,"Plate, 4"" dia., break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",1704,,
1707,"Plate, 7-1/2"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",1707,,
1707SS,"Plate, 7-1/2"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",1707,,
1707TM,"Plate, 7-1/2"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",1707,,
1707VT,"Plate, 7-1/2"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",1707,,
1708,"Plate, 8-1/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",1708,,
1708SS,"Plate, 8-1/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",1708,,
1708TM,"Plate, 8-1/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",1708,,
1708VT,"Plate, 8-1/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",1708,,
1710,"Plate, 10-1/2"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",171,,
1710SS,"Plate, 10-1/2"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",171,,
1710TM,"Plate, 10-1/2"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",171,,
1710VT,"Plate, 10-1/2"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",171,,
1712,"Plate, 11-3/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",171,,
1712SS,"Plate, 11-3/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",171,,
1712TM,"Plate, 11-3/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",171,,
1712VT,"Plate, 11-3/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",171,,
1806,"Plate, 6"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",18,,
1806SS,"Plate, 6"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",18,,
1806TM,"Plate, 6"" dia., lotus shape, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",18,,
1806VT,"Plate, 6"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",18,,
1807,"Plate, 7-1/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",18,,
1807SS,"Plate, 7-1/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",18,,
1807TM,"Plate, 7-1/4"" dia., lotus shape, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",18,,
1807VT,"Plate, 7-1/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",18,,
1808,"Plate, 8-1/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",18,,
1808SS,"Plate, 8-1/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",18,,
1808TM,"Plate, 8-1/4"" dia., lotus shape, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",18,,
1808VT,"Plate, 8-1/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",18,,
1809SS,"Plate, 9-3/8"" dia., lotus shape, break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",18,,
1809TM,"Plate, 9-3/8"" dia., lotus shape, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",18,,
1809VT,"Plate, 9-3/8"" dia., lotus shape, break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",18,,
1810,"Plate, 10-1/2"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",18,,
1810SS,"Plate, 10-1/2"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",18,,
1810TM,"Plate, 10-1/2"" dia., lotus shape, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",18,,
1810VT,"Plate, 10-1/2"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",18,,
1812,"Plate, 12"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",18,,
1812SS,"Plate, 12"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",18,,
1812TM,"Plate, 12"" dia., lotus shape, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",18,,
1812VT,"Plate, 12"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",18,,
1814,"Plate, 14"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",18,,
1814SS,"Plate, 14"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",18,,
1814TM,"Plate, 14"" dia., lotus shape, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",18,,
1814VT,"Plate, 14"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",18,,
1816,"Plate, 16"" dia., break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",18,,
1816SS,"Plate, 16"" dia., break-resistant, dishwasher safe, BPA free, melamine, Seaside, NSF",18,,
1816TM,"Plate, 16"" dia., lotus shape, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",18,,
1816VT,"Plate, 16"" dia., break-resistant, dishwasher safe, BPA free, melamine, Victoria, NSF",18,,
19001BK,"Sauce Dish, 2 oz., 3-3/4"" x 2-1/2"", break-resistant, dishwasher safe, BPA free, melamine, Classic, black, NSF",1900,,
19001SB,"Sauce Dish, 2 oz., 3-3/4"" x 2-1/2"", break-resistant, dishwasher safe, BPA free, melamine, Classic Stone, blue, NSF",1900,,
19001SG,"Sauce Dish, 2 oz., 3-3/4"" x 2-1/2"", break-resistant, dishwasher safe, BPA free, melamine, Classic, stone grey, NSF",1900,,
19001WT,"Sauce Dish, 2 oz., 3-3/4"" x 2-1/2"", break-resistant, dishwasher safe, BPA free, melamine, Classic, white, NSF",1900,,
19002BK,"Sauce Dish, 2-compartment, 4 oz., 6""L x 3""W, break-resistant, dishwasher safe, BPA free, melamine, Classic, black, NSF",1900,,
19002SB,"Sauce Dish, 2-compartment, 4 oz., 6""L x 3""W, break-resistant, dishwasher safe, BPA free, melamine, Classic Stone, blue, NSF",1900,,
19002SG,"Sauce Dish, 2-compartment, 4 oz., 6""L x 3""W, break-resistant, dishwasher safe, BPA free, melamine, Classic, stone grey, NSF",1900,,
19002WT,"Sauce Dish, 2-compartment, 4 oz., 6""L x 3""W, break-resistant, dishwasher safe, BPA free, melamine, Classic, white, NSF",1900,,
1901,"Sauce Dish, 2 oz., 3-3/4"" x 2-1/2"", rectangular, break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",1901,,
1901GD,"Sauce Dish, 2 oz., 3-3/4"" x 2-1/2"", break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",1901,,
1901TM,"Sauce Dish, 2 oz., 3-3/4"" x 2-1/2"", rectangular, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",1901,,
1902,"Twin Sauce Dish, 4 oz., 6"" x 3"", 2-wells, rectangular, break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",,,
1902TM,"Sauce Dish, 4 oz., 6"" x 3"", 2-wells, rectangular, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",1902T,,
1903,"Bowl, 3 oz., 3-1/2"" dia., flat bottom, break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",,,
19035BK,"Saucer, 2 oz., 3-1/2"" dia. x 3/4"" deep, round, break-resistant, dishwasher safe, BPA free, melamine, Classic, black, NSF",19035,,
19035WT,"Saucer, 2 oz., 3-1/2"" dia. x 3/4"" deep, round, break-resistant, dishwasher safe, BPA free, melamine, Classic, white, NSF",19035,,
1903GD,"Bowl, 3 oz., 3-1/2"" dia. x 1""H, round, flat, break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",1903G,,
1903TM,"Bowl, 3 oz., 3-1/2"" dia., flat, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",1903T,,
1904,"Bowl, 6 oz., 4-1/2"" dia., flat bottom, break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",,,
19045BK,"Saucer, 4 oz., 4-1/2"" dia. x 1"" deep, round, break-resistant, dishwasher safe, BPA free, melamine, Classic, black, NSF",19045,,
19045WT,"Saucer, 4 oz., 4-1/2"" dia. x 1"" deep, round, break-resistant, dishwasher safe, BPA free, melamine, Classic, white, NSF",19045,,
1904GD,"Side Dish, 6 oz., 4-1/2"" dia., break-resistant, dishwasher safe, BPA free, melamine, Gold Orchid, NSF",1904G,,
1904TM,"Bowl, 6 oz., 4-1/2"" dia., flat, break-resistant, dishwasher safe, BPA free, melamine, Tenmoku, NSF",1904T,,
1905,"Bowl, 8 oz., 5-1/2"" dia., flat bottom, break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",,,
19055BK,"Saucer, 8 oz., 5-1/2"" dia. x 1-1/4"" deep, round, break-resistant, dishwasher safe, BPA free, melamine, Classic, black, NSF",19055,,
19055WT,"Saucer, 8 oz., 5-1/2"" dia. x 1-1/4"" deep, round, break-resistant, dishwasher safe, BPA free, melamine, Classic, white, NSF",19055,,
1906,"Bowl, 14 oz., 6"" dia., round, flat bottom, break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",,,
1907,"Plate, 7-1/8"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",,,
1908,"Plate, 8-7/8"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",,,
1909,"Plate, 9-1/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",,,
1910,"Plate, 9-3/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",191,,
1911,"Plate, 10-3/4"" dia., round, break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",191,,
1912,"Plate, 12"" dia., break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",191,,
1913,"Plate, 13"" dia., break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",191,,
1914,"Plate, 13-3/4"" dia., break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",191,,
1915,"Plate, 14"" dia., break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",191,,
1916,"Plate, 15-3/4"" dia., break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",191,,
1940,"Sauce Dish, 7 oz., 4"" dia., break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",,,
1945,"Bowl, 10 oz., 4-1/2"" dia., break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",,,
1960,"Bowl, 19 oz., 5-3/4"" dia., break-resistant, dishwasher safe, BPA free, melamine, Blue Jade, NSF",196,,
2008AR,"Platter, 8"" x 6"", oval, break-resistant, dishwasher safe, BPA free, melamine, Rose, NSF",20,,
2008BB,"Platter, 8"" x 6"", oval, break-resistant, dishwasher safe, BPA free, melamine, Blue Bamboo, NSF",20,,
2008DL,"Platter, 8"" x 6"", oval, break-resistant, dishwasher safe, BPA free, melamine, Blue Dragon, NSF",20,,
2008J,"Platter, 8"" x 6"", oval, break-resistant, dishwasher safe, BPA free, melamine, Wei, NSF",20,,
2008TB,"Platter, 8"" x 6"", oval, break-resistant, dishwasher safe, BPA free, melamine, Lotus, NSF",20,,
2008TP,"Platter, 8"" x 6"", oval, break-resistant, dishwasher safe, BPA free, melamine, Peacock, NSF",20,,
2008TR,"Platter, 8"" x 6"", oval, break-resistant, dishwasher safe, melamine, longevity, BPA free, NSF",20,,
2008TW,"Platter, 8"" x 6"", oval, break-resistant, dishwasher safe, BPA free, melamine, Imperial White, NSF",20,,
2009AR,"Platter, 7 oz., 9"" x 6-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Rose, NSF",20,,
2009BB,"Platter, 9"" x 6-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Blue Bamboo, NSF",20,,
2009DL,"Platter, 7 oz., 9"" x 6-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Blue Dragon, NSF",20,,
2009J,"Platter, 9"" x 6-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Wei, NSF",20,,
2009TB,"Platter, 7 oz., 9"" x 6-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Lotus, NSF",20,,
2009TP,"Platter, 7 oz., 9"" x 6-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Peacock, NSF",20,,
2009TR,"Platter, 7 oz., 9"" x 6-5/8"", oval, break-resistant, dishwasher safe, melamine, longevity, BPA free, NSF",20,,
2009TW,"Platter, 9"" x 6-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Imperial White, NSF",20,,
2010AR,"Platter, 9-7/8"" x 7-1/4"", oval, break-resistant, dishwasher safe, BPA free, melamine, Rose, NSF",20,,
2010BB,"Platter, 9-7/8"" x 7-1/4"", oval, break-resistant, dishwasher safe, BPA free, melamine, Blue Bamboo, NSF",20,,
2010DL,"Platter, 9-7/8"" x 7-1/4"", oval, break-resistant, dishwasher safe, BPA free, melamine, Blue Dragon, NSF",20,,
2010J,"Platter, 9-7/8"" x 7-1/4"", oval, break-resistant, dishwasher safe, BPA free, melamine, Wei, NSF",20,,
2010TB,"Platter, 9-7/8"" x 7-1/4"", oval, break-resistant, dishwasher safe, BPA free, melamine, Lotus, NSF",20,,
2010TP,"Platter, 9-7/8"" x 7-1/4"", oval, break-resistant, dishwasher safe, BPA free, melamine, Peacock, NSF",20,,
2010TR,"Platter, 9-7/8"" x 7-1/4"", oval, break-resistant, dishwasher safe, melamine, longevity, BPA free, NSF",20,,
2010TW,"Platter, 9-7/8"" x 7 1/4"", oval, break-resistant, dishwasher safe, BPA free, melamine, Imperial White, NSF",20,,
2012AR,"Platter, 12"" x 8-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Rose, NSF",20,,
2012BB,"Platter, 12"" x 8-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Blue Bamboo, NSF",20,,
2012DL,"Platter, 12"" x 8-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Blue Dragon, NSF",20,,
2012J,"Platter, 12"" x 8-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Wei, NSF",20,,
2012TB,"Platter, 12"" x 8-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Lotus, NSF",20,,
2012TP,"Platter, 12"" x 8-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Peacock, NSF",20,,
2012TR,"Platter, 12"" x 8-5/8"", oval, break-resistant, dishwasher safe, melamine, longevity, BPA free, NSF",20,,
2012TW,"Platter, 12"" x 8 5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Imperial White, NSF",20,,
2014AR,"Platter, 14"" x 10"", oval, break-resistant, dishwasher safe, BPA free, melamine, Rose, NSF",20,,
2014DL,"Platter, 14"" x 10"", oval, break-resistant, dishwasher safe, BPA free, melamine, Blue Dragon, NSF",20,,
2014TB,"Platter, 14"" x 10"", oval, break-resistant, dishwasher safe, BPA free, melamine, Lotus, NSF",20,,
2014TP,"Platter, 14"" x 10"", oval, break-resistant, dishwasher safe, BPA free, melamine, Peacock, NSF",20,,
2014TR,"Platter, 14"" x 10"", oval, break-resistant, dishwasher safe, melamine, longevity, BPA free, NSF",20,,
2014TW,"Platter, 14"" x 10"", oval, break-resistant, dishwasher safe, BPA free, melamine, Imperial White, NSF",20,,
2016AR,"Platter, 16"" x 11-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Rose, NSF",20,,
2016DL,"Platter, 16"" x 11-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Blue Dragon, NSF",20,,
2016TB,"Platter, 16"" x 11-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Lotus, NSF",20,,
2016TP,"Platter, 16"" x 11-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Peacock, NSF",20,,
2016TR,"Platter, 16"" x 11-5/8"", oval, break-resistant, dishwasher safe, melamine, longevity, BPA free, NSF",20,,
2016TW,"Platter, 16"" x 11-5/8"", oval, break-resistant, dishwasher safe, BPA free, melamine, Imperial White, NSF",20,,
2109AR,"Platter, 7 oz, 9"" x 6-3/4"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Rose, NSF",21,,
2109DL,"Platter, 7 oz, 9"" x 6-3/4"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Blue Dragon, NSF",21,,
2109TB,"Platter, 7 oz, 9"" x 6-3/4"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Lotus, NSF",21,,
2109TP,"Platter, 7 oz, 9"" x 6-3/4"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Peacock, NSF",21,,
2109TR,"Platter, 7oz, 9"" x 6-3/4"", oval, deep, break-resistant, dishwasher safe, melamine, longevity, BPA free, NSF",21,,
2109TW,"Platter, 7oz, 9"" x 6-3/4"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Imperial White, NSF",21,,
2110AR,"Platter, 9 oz, 10"" x 7-1/2"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Rose, NSF",21,,
2110DL,"Platter, 9 oz, 10"" x 7-1/2"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Blue Dragon, NSF",21,,
2110TB,"Platter, 9 oz, 10"" x 7-1/2"", oval, deep, break-resistant, dishwasher safe, melamine, lotus, BPA free, NSF",21,,
2110TP,"Platter, 9 oz, 10"" x 7-1/2"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Peacock, NSF",21,,
2110TR,"Platter, 9 oz, 10"" x 7-1/2"", oval, deep, break-resistant, dishwasher safe, melamine, longevity, BPA free, NSF",21,,
2110TW,"Platter, 9 oz, 10"" x 7-1/2"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Imperial White, NSF",21,,
2112AR,"Platter, 16 oz, 12"" x 9"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Rose, NSF",21,,
2112DL,"Platter, 16 oz, 12"" x 9"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Blue Dragon, NSF",21,,
2112TB,"Platter, 16 oz, 12"" x 9"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Lotus, NSF",21,,
2112TP,"Platter, 16 oz, 12"" x 9"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Peacock, NSF",21,,
2112TR,"Platter, 16 oz, 12"" x 9"", oval, deep, break-resistant, dishwasher safe, melamine, longevity, BPA free, NSF",21,,
2112TW,"Platter, 16 oz, 12"" x 9"", oval, deep, break-resistant, dishwasher safe, BPA free, melamine, Imperial White, NSF",21,,
